yas,cinsiyet,boy,kilo,bmi,vucut_tipi,kas_orani,yag_orani,kemik_yogunlugu,hiz,kuvvet,dayaniklilik,esneklik,koordinasyon,denge,reaksiyon_hizi,ailevi_spor_gecmisi,anne_spor_durumu,baba_spor_durumu,dominant_el,spor_yili,onceki_sporlar,en_basarili_spor,yaralanma_gecmisi,stres_toleransi,takım_oyunu_tercihi,yarışma_tutkusu,konsantrasyon,coğrafi_konum,ekonomik_durum,tesis_erisimi,tavsiye_edilen_spor,skor_futbol,skor_koşu_atletizm,skor_basketbol,skor_voleybol,skor_yüzme,skor_güreş,skor_tenis,skor_bisiklet,skor_jimnastik,skor_boks
12,Kadın,159,40.0,15.9,Ektomorf,14.5,15.8,Düşük,5.7,1.3,5.5,6.5,3.5,5.9,4.5,Yok,Sedanter,Sedanter,Sağ,1,['Basketbol'],Basketbol,Yok,5.0,Bireysel,2.6,7.4,Akdeniz,Yüksek,Orta,Koşu/Atletizm,43.1,70.5,60.2,60.2,60.4,44.0,45.8,61.6,58.5,40.0
41,Kadın,157,42.4,17.2,Ektomorf,17.0,19.2,Düşük,6.0,1.5,5.1,6.1,4.8,4.9,4.8,Yok,Aktif,Aktif,Sağ,29,"['Futbol', 'Jimnastik']",Jimnastik,Yok,8.0,Bireysel,2.0,6.5,İç Anadolu,Orta,Zor,Koşu/Atletizm,45.3,69.8,62.9,62.9,59.1,41.1,48.5,58.9,58.7,40.7
44,Kadın,160,53.3,20.7,Mezomorf,16.0,24.2,Orta,4.3,2.6,4.1,5.6,4.3,5.5,3.7,Yok,Sedanter,Sedanter,Sağ,18,['Tenis'],Tenis,Orta,6.7,Bireysel,4.9,7.7,Güneydoğu Anadolu,Orta,Orta,Bisiklet,57.6,45.8,59.3,41.1,58.7,59.6,59.8,60.4,41.8,54.0
49,Kadın,171,66.9,22.9,Ektomorf,26.2,19.2,Orta,4.4,3.0,6.6,6.1,5.2,4.6,5.3,Yok,Sedanter,Aktif,Sol,32,['Basketbol'],Basketbol,Yok,5.8,Bireysel,2.9,4.3,İç Anadolu,Orta,Orta,Koşu/Atletizm,45.8,68.4,62.4,62.4,66.2,46.0,47.3,64.9,61.6,44.2
29,Kadın,169,53.6,18.7,Mezomorf,13.3,14.9,Düşük,4.5,3.8,4.9,6.9,5.4,4.8,5.8,Yok,Sedanter,Sedanter,Sağ,19,['Tenis'],Tenis,Orta,5.4,Takım,4.1,5.7,Karadeniz,Orta,Kolay,Basketbol,68.7,48.7,70.0,51.8,65.8,64.4,68.4,63.3,47.1,61.8
14,Kadın,170,41.9,14.5,Ektomorf,12.2,9.2,Orta,5.3,2.2,5.7,6.0,3.8,4.7,5.1,Yok,Sporcu,Sedanter,Sağ,2,"['Basketbol', 'Futbol']",Basketbol,Hafif,4.1,Takım,2.2,7.2,Doğu Anadolu,Düşük,Kolay,Koşu/Atletizm,50.5,71.3,68.7,68.7,62.8,42.9,45.8,61.3,57.6,42.4
31,Kadın,171,48.2,16.5,Ektomorf,12.5,12.3,Yüksek,5.7,1.0,8.1,7.7,5.4,5.8,5.4,Yok,Sedanter,Sporcu,Sağ,19,"['Basketbol', 'Boks']",Basketbol,Orta,6.5,Takım,3.1,6.0,İç Anadolu,Düşük,Kolay,Koşu/Atletizm,58.5,75.7,72.4,72.4,68.2,50.2,53.1,66.4,63.5,45.8
21,Kadın,153,40.0,17.1,Mezomorf,15.7,15.9,Orta,6.5,4.2,6.8,7.3,4.7,6.3,4.1,Yok,Aktif,Aktif,Sağ,5,['Güreş'],Güreş,Yok,6.6,Karma,3.6,7.4,Ege,Orta,Zor,Futbol,74.5,55.5,70.4,52.2,68.8,72.0,68.4,71.8,50.0,66.5
40,Erkek,169,62.2,21.7,Mezomorf,32.0,11.7,Orta,5.2,6.8,5.0,4.3,4.7,3.9,3.9,Yok,Aktif,Sedanter,Sağ,8,"['Futbol', 'Jimnastik', 'Basketbol']",Futbol,Orta,6.6,Bireysel,5.4,6.2,İç Anadolu,Yüksek,Kolay,Bisiklet,61.6,49.1,62.7,44.5,66.7,63.6,60.2,68.2,44.9,65.3
48,Erkek,175,61.8,20.3,Mezomorf,24.1,18.1,Orta,4.5,5.7,5.3,5.3,4.9,5.2,5.4,Yok,Aktif,Aktif,Sağ,22,"['Basketbol', 'Futbol', 'Jimnastik', 'Yüzme']",Basketbol,Hafif,8.5,Karma,5.5,7.5,İç Anadolu,Düşük,Orta,Basketbol,68.5,49.1,69.8,51.6,67.8,66.4,63.8,69.3,47.5,65.3
21,Kadın,158,45.4,18.1,Ektomorf,15.6,17.9,Düşük,6.8,3.0,8.7,7.7,5.4,7.1,7.6,Yok,Sedanter,Sporcu,Sağ,3,"['Güreş', 'Atletizm', 'Futbol']",Güreş,Hafif,4.9,Karma,4.2,6.2,Marmara,Orta,Kolay,Koşu/Atletizm,61.6,77.6,72.8,72.8,71.4,57.3,59.1,75.1,69.5,56.5
48,Erkek,168,59.6,21.2,Mezomorf,28.3,11.9,Orta,3.7,6.1,5.1,5.3,3.8,5.0,3.3,Yok,Sedanter,Sporcu,Sağ,17,['Futbol'],Futbol,Orta,8.3,Karma,3.9,6.5,Karadeniz,Orta,Orta,Bisiklet,64.7,46.7,65.5,47.3,67.3,66.4,56.5,69.3,45.8,60.4
46,Erkek,168,71.4,25.2,Mezomorf,37.3,17.7,Yüksek,5.1,9.3,4.0,4.3,3.6,5.3,3.6,Var,Aktif,Aktif,Sol,26,"['Futbol', 'Voleybol', 'Güreş']",Güreş,Orta,6.9,Bireysel,6.3,4.7,Akdeniz,Orta,Kolay,Bisiklet,57.6,45.8,60.4,42.2,69.3,68.9,57.5,74.7,50.0,67.3
33,Erkek,167,62.8,22.5,Mezomorf,27.2,12.3,Orta,4.5,8.0,4.9,5.4,4.6,6.5,5.4,Var,Sedanter,Sedanter,Sağ,4,"['Futbol', 'Jimnastik', 'Voleybol']",Jimnastik,Yok,6.8,Bireysel,3.9,5.9,Karadeniz,Orta,Orta,Bisiklet,60.0,47.3,61.0,42.8,70.5,72.4,63.5,76.4,53.6,68.7
13,Kadın,151,40.0,17.4,Mezomorf,18.6,13.5,Orta,5.1,3.8,5.8,6.6,5.0,5.2,5.3,Yok,Sedanter,Aktif,Sağ,3,['Boks'],Boks,Yok,3.3,Takım,4.9,4.5,Ege,Düşük,Zor,Futbol,70.7,50.8,68.2,50.0,64.7,66.2,67.3,66.2,46.5,63.6
14,Erkek,180,48.2,15.0,Mezomorf,16.4,6.6,Düşük,4.6,4.1,4.0,4.9,5.8,4.3,3.8,Yok,Sedanter,Aktif,Sol,4,"['Tenis', 'Futbol', 'Yüzme']",Yüzme,Hafif,4.6,Bireysel,4.9,4.9,Marmara,Orta,Zor,Basketbol,60.7,49.2,65.0,46.8,62.4,58.7,62.0,60.9,43.8,57.3
43,Erkek,179,80.5,25.0,Mezomorf,28.4,18.0,Düşük,4.5,7.7,3.5,3.6,4.2,4.2,3.3,Var,Sporcu,Sedanter,Sağ,1,['Voleybol'],Voleybol,Yok,5.4,Karma,4.8,7.7,Karadeniz,Düşük,Orta,Basketbol,64.0,44.1,69.0,50.8,65.6,61.8,55.6,67.6,44.9,61.8
18,Erkek,171,63.4,21.8,Mezomorf,26.1,14.6,Yüksek,5.3,8.8,5.3,6.1,7.4,7.7,5.0,Yok,Sedanter,Sedanter,Sağ,2,['Basketbol'],Basketbol,Yok,4.8,Bireysel,3.6,6.7,Marmara,Orta,Kolay,Bisiklet,67.3,49.9,68.1,49.9,74.4,78.0,70.5,81.8,63.6,71.6
47,Kadın,149,46.0,20.7,Mezomorf,21.2,19.5,Yüksek,4.7,3.6,4.0,6.2,4.2,3.8,4.4,Var,Aktif,Aktif,Sağ,3,"['Yüzme', 'Basketbol', 'Atletizm']",Atletizm,Yok,9.1,Bireysel,1.6,5.3,Karadeniz,Düşük,Orta,Tenis,58.0,45.9,58.5,40.3,60.1,59.3,62.7,58.7,41.5,57.6
40,Kadın,161,49.3,19.1,Ektomorf,17.3,7.2,Yüksek,4.8,2.4,5.8,6.8,3.9,3.4,4.1,Yok,Sporcu,Sedanter,Sağ,4,"['Yüzme', 'Futbol', 'Jimnastik']",Yüzme,Yok,5.7,Karma,4.2,6.9,Karadeniz,Orta,Orta,Koşu/Atletizm,50.0,68.6,66.8,66.8,63.8,42.5,44.7,59.1,57.3,40.2
19,Kadın,156,46.1,19.1,Ektomorf,13.1,7.7,Düşük,7.7,1.9,7.7,8.4,6.5,4.1,4.6,Yok,Aktif,Aktif,Sağ,8,"['Futbol', 'Basketbol', 'Tenis']",Tenis,Yok,6.3,Bireysel,4.0,4.7,İç Anadolu,Düşük,Kolay,Koşu/Atletizm,56.2,77.1,69.0,69.0,68.6,49.3,58.5,63.8,65.3,48.9
28,Kadın,158,41.0,16.3,Ektomorf,15.6,12.8,Yüksek,5.4,1.6,7.8,7.2,5.9,6.2,4.6,Var,Sporcu,Sedanter,Sağ,11,"['Voleybol', 'Futbol', 'Güreş']",Futbol,Orta,6.0,Bireysel,4.5,7.1,İç Anadolu,Yüksek,Orta,Koşu/Atletizm,51.1,73.9,63.9,63.9,66.3,50.5,51.1,68.0,65.3,44.4
25,Erkek,161,46.3,17.8,Ektomorf,21.8,12.2,Düşük,6.9,3.6,8.2,6.9,7.0,5.7,4.7,Yok,Sedanter,Aktif,Sağ,0,['Hiçbiri'],Hiçbiri,Yok,5.1,Bireysel,6.2,6.5,Doğu Anadolu,Orta,Kolay,Koşu/Atletizm,56.5,77.1,69.0,69.0,70.5,53.5,55.5,72.2,69.5,51.6
20,Kadın,156,50.6,20.8,Ektomorf,19.9,23.6,Orta,7.2,3.2,8.5,8.4,5.8,5.8,6.6,Var,Sedanter,Sporcu,Sağ,0,['Hiçbiri'],Hiçbiri,Yok,5.0,Bireysel,5.7,6.5,Ege,Yüksek,Zor,Koşu/Atletizm,55.5,77.1,66.8,66.8,72.4,56.2,60.0,72.2,69.5,55.5
28,Kadın,163,56.4,21.3,Mezomorf,28.0,23.7,Düşük,6.0,7.0,4.6,5.9,6.0,4.0,3.7,Yok,Aktif,Sedanter,Sağ,5,"['Futbol', 'Atletizm']",Atletizm,Yok,6.2,Karma,3.6,5.8,Akdeniz,Orta,Zor,Basketbol,72.0,49.8,73.1,54.9,68.5,66.4,66.5,68.0,50.7,66.0
22,Kadın,154,44.7,18.8,Mezomorf,18.7,8.5,Yüksek,5.2,5.5,5.3,7.7,6.8,7.1,5.9,Yok,Sedanter,Aktif,Sağ,9,"['Basketbol', 'Futbol', 'Tenis', 'Bisiklet']",Bisiklet,Hafif,4.9,Bireysel,5.5,6.1,İç Anadolu,Orta,Orta,Güreş,66.0,49.9,64.7,46.5,69.3,73.8,73.8,73.1,58.4,67.1
50,Erkek,169,58.6,20.5,Ektomorf,20.6,17.1,Orta,5.4,2.2,5.5,5.7,3.2,3.1,3.5,Yok,Sedanter,Sedanter,Sağ,29,"['Basketbol', 'Futbol', 'Jimnastik']",Futbol,Ağır,8.2,Karma,2.8,4.6,Marmara,Orta,Orta,Koşu/Atletizm,49.3,69.0,67.6,67.6,61.8,39.1,41.5,57.3,53.1,39.3
29,Erkek,182,76.4,23.1,Mezomorf,29.9,19.7,Orta,5.5,7.8,4.8,4.6,5.3,6.5,5.5,Yok,Sporcu,Sedanter,Sağ,7,"['Tenis', 'Jimnastik', 'Futbol']",Tenis,Orta,7.0,Bireysel,5.7,6.5,İç Anadolu,Düşük,Kolay,Bisiklet,62.9,49.1,65.9,47.8,70.3,70.4,65.3,75.8,53.1,70.2
24,Erkek,163,63.0,23.7,Mezomorf,22.9,13.5,Yüksek,5.9,6.5,6.2,5.6,4.5,6.7,6.5,Yok,Sedanter,Aktif,Sağ,13,['Futbol'],Futbol,Hafif,5.0,Takım,3.8,6.9,Akdeniz,Düşük,Orta,Bisiklet,72.0,51.7,70.2,52.0,70.0,72.7,68.2,76.4,51.5,72.9
21,Erkek,168,64.4,22.8,Mezomorf,25.7,12.6,Yüksek,5.5,8.5,6.2,6.6,7.9,5.4,6.9,Yok,Sedanter,Aktif,Sol,1,['Tenis'],Tenis,Hafif,3.5,Karma,5.5,7.9,Akdeniz,Düşük,Zor,Bisiklet,77.5,51.4,76.2,58.1,76.1,75.8,76.2,78.0,60.7,76.5
17,Erkek,165,55.5,20.5,Endomorf,25.5,17.4,Yüksek,2.7,6.5,4.5,4.0,5.1,3.5,4.4,Yok,Aktif,Sedanter,Sağ,0,['Hiçbiri'],Hiçbiri,Yok,6.5,Karma,1.7,4.5,Güneydoğu Anadolu,Yüksek,Kolay,Güreş,46.0,43.9,47.5,47.5,46.1,60.9,38.5,43.3,43.8,42.0
28,Kadın,157,48.3,19.5,Ektomorf,19.2,12.5,Düşük,6.5,3.1,6.4,7.1,3.7,6.3,6.5,Yok,Sedanter,Aktif,Sağ,9,"['Atletizm', 'Bisiklet', 'Yüzme', 'Futbol']",Bisiklet,Hafif,7.6,Bireysel,4.7,6.2,Ege,Düşük,Kolay,Koşu/Atletizm,46.5,72.4,61.8,61.8,66.2,50.7,52.4,68.4,64.0,50.0
50,Kadın,169,67.8,23.8,Endomorf,22.5,24.8,Orta,3.9,4.7,3.1,3.6,5.6,5.0,5.8,Yok,Sedanter,Aktif,Sağ,19,"['Tenis', 'Güreş']",Tenis,Yok,7.3,Karma,3.2,5.8,Karadeniz,Yüksek,Zor,Güreş,46.5,42.6,51.1,51.1,40.0,57.1,43.5,39.6,43.5,40.9
49,Kadın,162,51.9,19.8,Ektomorf,16.9,7.3,Orta,5.8,2.1,6.9,5.4,3.6,3.6,3.9,Var,Aktif,Sporcu,Sağ,22,"['Boks', 'Futbol', 'Yüzme', 'Basketbol']",Boks,Yok,6.4,Bireysel,5.9,6.5,Ege,Orta,Orta,Koşu/Atletizm,46.0,72.2,61.0,61.0,62.8,41.8,43.1,61.3,54.0,43.1
18,Kadın,154,44.2,18.7,Mezomorf,19.7,7.0,Yüksek,6.2,5.3,5.4,7.8,6.9,4.3,7.3,Yok,Aktif,Aktif,Sağ,3,"['Jimnastik', 'Atletizm']",Atletizm,Yok,5.1,Bireysel,3.2,4.2,İç Anadolu,Orta,Zor,Tenis,68.2,52.0,66.7,48.5,69.3,68.7,78.5,66.7,53.3,71.3
23,Erkek,173,72.2,24.1,Mezomorf,23.7,12.4,Düşük,6.2,7.2,6.2,5.9,7.1,7.1,6.6,Yok,Sedanter,Sedanter,Sağ,11,"['Tenis', 'Futbol']",Futbol,Ağır,6.9,Karma,6.7,5.9,Ege,Düşük,Zor,Bisiklet,77.3,52.3,76.7,58.5,73.0,75.3,74.2,78.9,58.7,74.9
40,Erkek,179,83.4,26.0,Endomorf,26.0,31.0,Yüksek,3.1,6.0,4.5,3.9,4.4,5.8,5.5,Yok,Sporcu,Sedanter,Sağ,10,"['Futbol', 'Voleybol', 'Boks', 'Tenis']",Futbol,Orta,6.0,Bireysel,5.2,6.6,Marmara,Düşük,Kolay,Güreş,38.2,43.0,41.4,41.4,46.7,64.0,39.8,47.3,45.6,43.8
25,Erkek,159,58.3,22.9,Endomorf,26.9,15.9,Düşük,4.4,6.8,5.2,5.2,6.3,4.1,3.8,Var,Sedanter,Sporcu,Sağ,11,['Güreş'],Güreş,Ağır,3.6,Bireysel,5.9,4.6,Marmara,Düşük,Orta,Güreş,45.3,47.2,44.8,44.8,49.3,66.0,44.9,46.9,49.8,45.8
45,Erkek,183,84.9,25.4,Endomorf,24.1,18.5,Düşük,2.4,4.6,3.4,4.7,5.2,5.7,3.1,Yok,Sedanter,Aktif,Sağ,1,['Basketbol'],Basketbol,Yok,8.8,Bireysel,3.9,6.8,İç Anadolu,Orta,Kolay,Güreş,36.4,40.0,42.1,42.1,44.1,60.7,37.1,41.6,45.8,33.6
13,Kadın,159,49.5,19.6,Mezomorf,16.9,11.0,Düşük,5.5,4.1,4.1,6.0,6.1,5.4,6.1,Yok,Sedanter,Sporcu,Sağ,1,['Tenis'],Tenis,Yok,2.6,Karma,2.1,6.2,Marmara,Orta,Kolay,Basketbol,70.4,48.3,71.9,53.7,62.1,62.9,70.4,63.6,48.4,63.3
38,Erkek,183,81.7,24.5,Ektomorf,31.3,15.6,Orta,5.2,5.0,6.8,5.4,5.0,3.3,4.7,Yok,Sedanter,Aktif,Sağ,19,['Bisiklet'],Bisiklet,Orta,8.3,Takım,4.9,7.5,Doğu Anadolu,Orta,Zor,Basketbol,54.5,69.9,72.2,72.2,70.4,46.4,46.0,66.9,61.3,48.5
20,Erkek,193,70.4,18.8,Ektomorf,21.6,12.4,Orta,7.2,3.4,8.9,7.9,5.5,7.7,6.9,Yok,Sedanter,Aktif,Sağ,6,['Güreş'],Güreş,Orta,5.1,Bireysel,3.5,4.4,Akdeniz,Düşük,Zor,Koşu/Atletizm,55.6,79.9,70.7,70.7,77.1,59.8,59.1,77.8,71.8,57.1
33,Erkek,180,61.3,18.9,Mezomorf,17.7,14.4,Yüksek,4.9,4.3,4.9,5.2,5.0,4.7,6.4,Yok,Sedanter,Aktif,Sağ,12,['Futbol'],Futbol,Hafif,4.7,Karma,3.9,4.6,Marmara,Düşük,Orta,Basketbol,68.7,49.8,71.3,53.2,65.0,62.0,66.4,64.2,44.0,64.5
23,Kadın,170,52.5,18.2,Mezomorf,17.4,7.6,Orta,5.5,3.9,6.8,7.9,5.5,7.6,7.5,Yok,Sedanter,Aktif,Sağ,8,"['Voleybol', 'Basketbol', 'Futbol']",Basketbol,Hafif,6.4,Karma,3.2,6.7,Marmara,Orta,Orta,Tenis,74.2,54.2,72.1,53.9,71.4,74.9,75.3,74.0,54.4,70.4
15,Kadın,158,40.0,15.9,Mezomorf,18.5,17.5,Orta,4.4,4.7,4.2,5.4,4.7,5.3,3.9,Yok,Sedanter,Aktif,Sağ,3,"['Voleybol', 'Futbol']",Voleybol,Yok,4.2,Takım,1.7,5.2,Doğu Anadolu,Düşük,Orta,Basketbol,66.0,47.5,67.2,49.0,62.1,62.9,60.7,64.9,45.6,58.5
22,Kadın,162,58.4,22.1,Endomorf,22.9,12.2,Düşük,3.9,5.7,5.2,5.5,6.7,4.2,4.3,Var,Aktif,Sedanter,Sağ,8,['Boks'],Boks,Hafif,3.3,Bireysel,2.1,7.3,İç Anadolu,Düşük,Kolay,Güreş,45.1,46.7,45.0,45.0,48.2,64.7,46.2,44.7,49.3,43.8
25,Kadın,162,41.6,15.9,Ektomorf,14.4,6.5,Orta,6.9,1.9,6.6,7.4,5.3,4.1,4.6,Yok,Sedanter,Aktif,Sağ,0,['Hiçbiri'],Hiçbiri,Yok,6.2,Bireysel,5.7,4.1,Akdeniz,Orta,Zor,Koşu/Atletizm,50.5,74.9,66.1,66.1,65.5,45.5,53.1,61.3,61.3,45.5
19,Kadın,175,62.1,20.2,Mezomorf,22.6,16.6,Yüksek,5.9,6.3,6.5,7.8,6.8,5.8,7.8,Yok,Sedanter,Sedanter,Sağ,3,"['Bisiklet', 'Futbol', 'Voleybol']",Bisiklet,Yok,4.6,Takım,3.4,6.4,Akdeniz,Orta,Zor,Tenis,76.7,53.8,75.8,57.6,75.6,75.3,78.7,74.7,57.6,75.5
20,Kadın,157,40.4,16.5,Mezomorf,13.4,14.1,Yüksek,7.0,4.3,5.5,7.6,7.5,4.3,5.5,Yok,Sedanter,Aktif,Sağ,9,"['Voleybol', 'Futbol']",Futbol,Yok,6.5,Bireysel,5.6,7.0,Doğu Anadolu,Orta,Orta,Tenis,70.9,54.4,69.6,51.5,67.6,66.7,77.5,64.7,52.2,67.8
40,Kadın,162,53.9,20.5,Mezomorf,19.1,25.0,Düşük,4.1,4.2,4.5,5.5,3.1,5.5,3.6,Var,Sedanter,Sedanter,Sağ,22,['Yüzme'],Yüzme,Ağır,8.7,Karma,2.6,7.4,İç Anadolu,Orta,Kolay,Bisiklet,63.1,46.3,64.2,46.1,62.4,63.1,56.9,64.9,42.4,57.1
43,Erkek,178,71.7,22.7,Ektomorf,19.2,20.5,Orta,4.3,3.2,5.6,5.7,4.9,5.6,5.1,Var,Aktif,Aktif,Sağ,15,"['Tenis', 'Futbol', 'Atletizm']",Tenis,Hafif,8.2,Takım,1.7,4.4,İç Anadolu,Düşük,Zor,Basketbol,50.5,66.6,69.8,69.8,64.9,45.6,45.5,65.3,62.5,42.2
46,Erkek,185,83.8,24.5,Mezomorf,27.9,13.0,Düşük,4.3,6.2,4.0,5.4,4.9,5.8,4.6,Yok,Sedanter,Sedanter,Sağ,33,"['Basketbol', 'Tenis']",Basketbol,Yok,8.0,Bireysel,5.0,7.3,İç Anadolu,Orta,Zor,Bisiklet,58.5,44.9,63.4,45.2,67.8,66.2,62.2,68.9,49.6,62.0
28,Kadın,167,62.1,22.3,Mezomorf,24.9,18.2,Orta,5.2,5.1,4.8,6.0,5.2,6.2,5.8,Yok,Aktif,Aktif,Sağ,0,['Hiçbiri'],Hiçbiri,Yok,4.4,Takım,4.3,7.7,Marmara,Orta,Kolay,Basketbol,69.5,48.5,70.7,52.5,66.1,67.5,67.6,69.1,50.0,65.3
30,Kadın,156,42.2,17.2,Ektomorf,16.2,17.4,Yüksek,5.8,2.8,6.6,7.4,4.5,6.8,5.0,Yok,Sedanter,Aktif,Sağ,4,"['Basketbol', 'Atletizm']",Basketbol,Hafif,5.7,Karma,4.9,7.8,Karadeniz,Orta,Kolay,Koşu/Atletizm,54.4,72.1,69.2,69.2,66.4,52.0,50.4,69.3,66.4,45.8
24,Kadın,168,63.3,22.4,Ektomorf,25.6,17.6,Orta,8.0,4.0,7.5,8.3,6.0,4.7,7.1,Var,Sedanter,Sporcu,Sağ,12,"['Futbol', 'Voleybol']",Futbol,Yok,3.6,Karma,3.3,4.2,Marmara,Orta,Zor,Basketbol,62.7,76.6,77.3,77.3,73.3,53.6,62.5,69.3,69.1,57.5
33,Kadın,157,50.6,20.6,Endomorf,20.2,22.8,Orta,3.4,3.3,3.9,5.1,5.2,6.4,5.3,Yok,Aktif,Aktif,Sağ,8,"['Tenis', 'Futbol', 'Voleybol']",Voleybol,Orta,6.7,Karma,3.8,4.5,Marmara,Orta,Kolay,Güreş,46.4,43.7,48.0,48.0,40.2,61.3,43.6,41.3,45.5,38.0
45,Erkek,179,80.6,25.2,Endomorf,36.5,16.6,Düşük,2.6,7.9,3.1,2.9,4.9,4.6,4.6,Yok,Sedanter,Sedanter,Sağ,4,"['Voleybol', 'Futbol']",Voleybol,Hafif,5.3,Takım,4.1,4.1,Karadeniz,Yüksek,Orta,Güreş,42.9,39.9,48.7,48.7,45.8,60.9,36.4,45.8,46.0,42.2
23,Erkek,186,65.9,19.2,Ektomorf,22.2,13.0,Düşük,6.2,5.1,8.3,6.4,6.9,6.7,6.0,Yok,Aktif,Aktif,Sağ,2,"['Voleybol', 'Tenis']",Voleybol,Hafif,3.5,Takım,3.8,5.8,İç Anadolu,Orta,Zor,Bisiklet,62.5,76.7,77.9,77.9,75.5,57.3,55.5,78.0,72.9,55.6
28,Erkek,175,67.1,22.0,Mezomorf,29.8,15.0,Düşük,5.5,7.9,5.4,5.8,6.8,4.8,3.9,Yok,Sedanter,Sporcu,Sağ,2,"['Atletizm', 'Bisiklet']",Bisiklet,Yok,3.8,Karma,3.0,6.2,Marmara,Orta,Zor,Basketbol,74.0,50.5,75.1,56.9,72.9,70.7,67.3,73.6,55.1,68.5
24,Kadın,171,59.6,20.4,Ektomorf,27.4,22.2,Düşük,8.0,5.3,7.0,7.9,4.5,7.5,7.0,Var,Sedanter,Sedanter,Sağ,10,"['Futbol', 'Basketbol', 'Bisiklet', 'Tenis']",Bisiklet,Orta,6.1,Karma,6.9,5.0,Akdeniz,Orta,Orta,Bisiklet,59.1,76.5,75.0,75.0,74.4,59.5,58.9,77.3,73.1,58.7
26,Kadın,159,40.0,15.8,Ektomorf,12.3,12.1,Orta,7.3,2.6,6.4,7.5,6.5,5.3,5.9,Yok,Sedanter,Sporcu,Sağ,15,"['Voleybol', 'Basketbol']",Basketbol,Hafif,5.2,Bireysel,3.7,5.3,Ege,Orta,Orta,Koşu/Atletizm,53.1,75.1,68.6,68.6,66.2,48.7,58.5,65.1,67.1,49.5
27,Kadın,170,56.1,19.3,Ektomorf,15.4,13.2,Orta,5.4,3.2,7.4,7.9,7.1,5.0,6.2,Var,Sedanter,Aktif,Sağ,10,['Futbol'],Futbol,Hafif,6.2,Takım,2.4,7.8,Ege,Orta,Orta,Basketbol,59.8,72.8,74.8,74.8,71.2,51.8,57.5,68.0,69.5,49.5
24,Kadın,159,54.1,21.4,Mezomorf,20.5,16.1,Yüksek,5.5,6.0,6.9,7.6,6.0,7.6,5.4,Var,Sporcu,Aktif,Sol,11,"['Yüzme', 'Futbol', 'Voleybol']",Futbol,Yok,6.6,Bireysel,6.6,6.5,Ege,Orta,Zor,Bisiklet,68.0,52.8,64.4,46.2,73.5,78.4,71.8,78.9,58.5,70.5
42,Erkek,166,57.9,21.1,Mezomorf,32.7,18.7,Düşük,4.4,8.5,4.8,5.4,5.5,4.0,4.1,Yok,Sedanter,Aktif,Sağ,29,"['Futbol', 'Atletizm']",Futbol,Hafif,5.5,Takım,5.2,5.8,Doğu Anadolu,Orta,Kolay,Bisiklet,68.5,47.4,69.6,51.5,71.1,68.5,62.5,71.8,51.6,66.9
26,Kadın,162,48.1,18.3,Ektomorf,17.9,11.6,Orta,6.5,2.0,6.4,8.2,6.5,6.4,6.6,Yok,Sedanter,Sedanter,Sağ,3,"['Basketbol', 'Voleybol']",Voleybol,Hafif,3.9,Takım,4.0,7.8,İç Anadolu,Orta,Kolay,Basketbol,58.9,73.0,74.8,74.8,66.8,50.9,59.6,66.2,69.3,48.2
49,Kadın,157,40.7,16.5,Ektomorf,16.9,14.9,Orta,4.7,1.7,5.1,6.8,3.0,4.8,4.4,Yok,Aktif,Aktif,Sağ,29,"['Futbol', 'Yüzme', 'Tenis']",Futbol,Hafif,9.6,Bireysel,4.5,4.6,Karadeniz,Orta,Orta,Koşu/Atletizm,39.6,67.7,57.3,57.3,60.7,42.5,43.5,59.1,56.9,38.0
44,Kadın,165,62.9,23.0,Endomorf,23.9,16.4,Orta,2.6,3.6,3.2,3.5,6.0,3.9,5.6,Yok,Aktif,Sedanter,Sağ,33,"['Futbol', 'Atletizm', 'Voleybol', 'Güreş']",Güreş,Ağır,9.0,Karma,2.3,6.9,Marmara,Orta,Orta,Güreş,45.1,40.5,49.0,49.0,37.5,53.1,41.3,34.9,40.0,36.4
15,Kadın,152,44.4,19.1,Ektomorf,18.0,14.8,Yüksek,5.9,3.1,6.1,7.5,4.8,4.4,4.0,Var,Aktif,Aktif,Sağ,3,['Bisiklet'],Bisiklet,Yok,3.1,Karma,5.9,5.6,Güneydoğu Anadolu,Orta,Zor,Koşu/Atletizm,54.2,70.6,69.4,69.4,65.8,47.5,49.5,63.6,63.3,43.8
49,Erkek,169,64.2,22.5,Mezomorf,31.5,12.9,Orta,3.7,8.2,4.3,5.2,4.2,3.3,4.2,Yok,Sedanter,Aktif,Sağ,3,"['Güreş', 'Voleybol', 'Futbol']",Güreş,Yok,7.4,Bireysel,5.0,6.2,Marmara,Düşük,Orta,Yüzme,56.7,44.8,59.1,40.9,69.6,65.5,58.7,68.4,47.1,64.4
42,Kadın,167,59.2,21.2,Ektomorf,24.2,24.6,Düşük,5.7,2.9,6.0,6.6,4.1,3.5,3.7,Yok,Sedanter,Aktif,Sol,13,"['Futbol', 'Jimnastik']",Jimnastik,Orta,8.7,Takım,2.1,5.7,Marmara,Düşük,Zor,Koşu/Atletizm,52.4,70.1,69.6,69.6,65.4,43.6,45.6,60.9,58.4,42.4
